Generation,ID,Fitness
0,0,625
0,1,625
0,2,625
0,3,625
0,4,625
0,5,625
0,6,625
0,7,625
0,8,625
0,9,625
0,10,625
0,11,625
0,12,625
0,13,625
0,14,625
0,15,625
0,16,625
0,17,625
0,18,625
0,19,625
0,20,625
0,21,625
0,22,625
0,23,625
0,24,625
0,25,625
0,26,625
0,27,625
0,28,625
0,29,625
0,30,625
0,31,625
0,32,625
0,33,625
0,34,625
0,35,625
0,36,625
0,37,625
0,38,625
0,39,625
0,40,625
0,41,625
0,42,625
0,43,625
0,44,625
0,45,625
0,46,625
0,47,625
0,48,625
0,49,625
0,50,625
0,51,625
0,52,625
0,53,625
0,54,625
0,55,625
0,56,625
0,57,625
0,58,625
0,59,625
0,60,625
0,61,625
0,62,625
0,63,625
0,64,625
0,65,625
0,66,625
0,67,625
0,68,625
0,69,625
0,70,625
0,71,625
0,72,625
0,73,625
0,74,625
0,75,625
0,76,625
0,77,625
0,78,625
0,79,625
0,80,625
0,81,625
0,82,625
0,83,625
0,84,625
0,85,625
0,86,625
0,87,625
0,88,625
0,89,625
0,90,625
0,91,625
0,92,625
0,93,625
0,94,625
0,95,625
0,96,625
0,97,625
0,98,625
0,99,625
0,100,625
0,101,625
0,102,625
0,103,625
0,104,625
0,105,625
0,106,625
0,107,625
0,108,625
0,109,625
0,110,625
0,111,625
0,112,625
0,113,625
0,114,625
0,115,625
0,116,625
0,117,625
0,118,625
0,119,625
0,120,625
0,121,625
0,122,625
0,123,625
0,124,625
0,125,625
0,126,625
0,127,625
0,128,625
0,129,625
0,130,625
0,131,625
0,132,625
0,133,625
0,134,625
0,135,625
0,136,625
0,137,625
0,138,625
0,139,625
0,140,625
0,141,625
0,142,625
0,143,625
0,144,625
0,145,625
0,146,625
0,147,625
0,148,625
0,149,625
0,150,625
0,151,625
0,152,625
0,153,625
0,154,625
0,155,625
0,156,625
0,157,625
0,158,625
0,159,625
0,160,625
0,161,625
0,162,625
0,163,625
0,164,625
0,165,625
0,166,625
0,167,625
0,168,625
0,169,625
0,170,625
0,171,625
0,172,625
0,173,625
0,174,625
0,175,625
0,176,625
0,177,625
0,178,625
0,179,625
0,180,625
0,181,625
0,182,625
0,183,625
0,184,625
0,185,625
0,186,625
0,187,625
0,188,625
0,189,625
0,190,625
0,191,625
0,192,625
0,193,625
0,194,625
0,195,625
0,196,625
0,197,625
0,198,625
0,199,625
0,200,625
0,201,625
0,202,625
0,203,625
0,204,625
0,205,625
0,206,625
0,207,625
0,208,625
0,209,625
0,210,625
0,211,625
0,212,625
0,213,625
0,214,625
0,215,625
0,216,625
0,217,625
0,218,625
0,219,625
0,220,625
0,221,625
0,222,625
0,223,625
0,224,625
0,225,625
0,226,625
0,227,625
0,228,625
0,229,625
0,230,625
0,231,625
0,232,625
0,233,625
0,234,625
0,235,625
0,236,625
0,237,625
0,238,625
0,239,625
0,240,625
0,241,625
0,242,625
0,243,625
0,244,625
0,245,625
0,246,625
0,247,625
0,248,625
0,249,625
0,250,625
0,251,625
0,252,625
0,253,625
0,254,625
0,255,625
0,256,625
0,257,625
0,258,625
0,259,625
0,260,625
0,261,625
0,262,625
0,263,625
0,264,625
0,265,625
0,266,625
0,267,625
0,268,625
0,269,625
0,270,625
0,271,625
0,272,625
0,273,625
0,274,625
0,275,625
0,276,625
0,277,625
0,278,625
0,279,625
0,280,625
0,281,625
0,282,625
0,283,625
0,284,625
0,285,625
0,286,625
0,287,625
0,288,625
0,289,625
0,290,625
0,291,625
0,292,625
0,293,625
0,294,625
0,295,625
0,296,625
0,297,625
0,298,625
0,299,625
0,300,625
0,301,625
0,302,625
0,303,625
0,304,625
0,305,625
0,306,625
0,307,625
0,308,625
0,309,625
0,310,625
0,311,625
0,312,625
0,313,625
0,314,625
0,315,625
0,316,625
0,317,625
0,318,625
0,319,625
0,320,625
0,321,625
0,322,625
0,323,625
0,324,625
0,325,625
0,326,625
0,327,625
0,328,625
0,329,625
0,330,625
0,331,625
0,332,625
0,333,625
0,334,625
0,335,625
0,336,625
0,337,625
0,338,625
0,339,625
0,340,625
0,341,625
0,342,625
0,343,625
0,344,625
0,345,625
0,346,625
0,347,625
0,348,625
0,349,625
0,350,625
0,351,625
0,352,625
0,353,625
0,354,625
0,355,625
0,356,625
0,357,625
0,358,625
0,359,625
0,360,625
0,361,625
0,362,625
